hour,day,month,weather,vehicle_count,traffic_volume,avg_speed,road_occupancy,congestion_index,traffic_density
23,Wednesday,1,Foggy,68,118,49.12,4.19,8.2,Low
2,Saturday,4,Rainy,331,497,34.34,37.36,21.98,Low
2,Sunday,4,Clear,339,551,39.75,40.24,27.3,Low
17,Tuesday,9,Clear,10,20,57.5,1.0,0.66,Low
18,Monday,9,Rainy,10,47,54.18,3.95,0.53,Low
18,Tuesday,9,Cloudy,10,49,54.8,5.29,3.6,Low
20,Sunday,10,Clear,10,20,55.75,1.0,0.0,Low
4,Thursday,7,Cloudy,520,714,31.0,67.62,39.76,Medium
17,Thursday,2,Rainy,10,20,57.04,1.0,0.0,Low
9,Sunday,10,Clear,430,698,39.18,42.78,22.09,Low
21,Saturday,5,Cloudy,13,28,54.97,1.0,4.47,Low
20,Friday,4,Rainy,10,35,53.1,7.21,5.85,Low
5,Friday,12,Clear,578,864,31.52,64.34,34.02,Low
0,Saturday,11,Rainy,225,330,31.08,22.6,8.41,Low
4,Thursday,8,Clear,551,770,35.93,53.85,33.61,Low
8,Thursday,2,Rainy,427,664,32.69,45.5,27.98,Low
11,Thursday,6,Clear,245,399,47.83,39.13,27.82,Low
13,Tuesday,5,Clear,148,193,57.91,5.72,2.8,Low
1,Thursday,12,Cloudy,264,390,49.86,26.18,10.73,Low
16,Wednesday,2,Rainy,24,26,54.79,11.63,10.62,Low
13,Monday,11,Clear,139,221,48.8,21.69,12.33,Low
12,Thursday,10,Clear,147,204,48.57,13.48,10.68,Low
8,Saturday,1,Cloudy,372,585,43.99,42.35,28.31,Low
14,Monday,8,Clear,46,71,48.31,7.43,6.95,Low
21,Tuesday,2,Clear,10,20,58.76,1.78,3.09,Low
14,Saturday,7,Clear,65,110,58.95,16.14,10.46,Low
23,Monday,9,Clear,182,302,42.15,21.92,8.42,Low
10,Saturday,9,Foggy,403,569,29.02,50.46,32.0,Low
15,Tuesday,8,Rainy,10,27,56.27,2.02,6.3,Low
16,Wednesday,11,Clear,10,69,52.07,1.0,4.01,Low
3,Tuesday,12,Rainy,350,528,42.79,32.93,14.25,Low
0,Tuesday,10,Clear,163,278,46.8,13.19,8.37,Low
7,Saturday,9,Cloudy,471,693,36.32,51.09,32.61,Low
16,Sunday,2,Cloudy,10,20,56.08,11.5,5.84,Low
2,Friday,6,Clear,309,457,44.9,36.15,23.85,Low
19,Thursday,4,Cloudy,10,20,50.08,1.0,2.66,Low
14,Thursday,4,Foggy,68,97,50.9,13.75,10.98,Low
14,Wednesday,5,Clear,57,36,58.78,1.0,0.96,Low
23,Wednesday,12,Clear,65,87,64.85,4.77,4.18,Low
21,Thursday,3,Clear,11,56,53.16,1.0,3.69,Low
13,Friday,1,Foggy,226,310,35.79,27.1,13.09,Low
22,Thursday,8,Cloudy,62,61,54.95,11.37,8.33,Low
13,Sunday,5,Foggy,10,20,47.8,3.47,0.0,Low
23,Friday,3,Cloudy,184,279,51.13,22.88,11.59,Low
1,Wednesday,10,Rainy,242,374,38.93,25.08,16.74,Low
12,Monday,7,Foggy,313,466,42.96,36.38,23.88,Low
13,Saturday,7,Foggy,128,194,41.8,10.02,8.82,Low
23,Sunday,1,Clear,38,46,43.68,7.59,1.91,Low
18,Sunday,12,Rainy,10,20,51.92,1.0,5.52,Low
6,Wednesday,9,Foggy,576,861,25.51,58.39,29.7,Low
2,Wednesday,2,Clear,405,629,35.13,45.19,27.28,Low
14,Tuesday,5,Foggy,161,256,35.02,8.32,3.7,Low
22,Sunday,5,Clear,50,22,53.3,12.93,6.02,Low
13,Tuesday,8,Rainy,119,186,40.67,17.21,8.19,Low
10,Tuesday,8,Foggy,330,468,29.1,38.35,23.03,Low
14,Saturday,7,Clear,17,67,63.7,1.0,1.48,Low
12,Tuesday,7,Clear,180,279,58.63,16.5,11.48,Low
17,Friday,12,Clear,10,41,47.38,1.31,2.71,Low
5,Thursday,11,Cloudy,447,671,32.76,48.35,22.67,Low
2,Monday,6,Clear,266,397,48.21,21.11,13.46,Low
18,Wednesday,6,Cloudy,10,59,57.51,1.0,0.0,Low
14,Friday,11,Clear,10,44,69.0,1.0,0.0,Low
22,Monday,9,Cloudy,10,20,46.45,1.0,1.56,Low
4,Sunday,6,Cloudy,487,724,19.7,60.97,34.26,Low
9,Sunday,12,Clear,356,482,52.51,42.03,17.98,Low
6,Sunday,2,Rainy,533,809,29.12,55.2,35.15,Medium
16,Friday,2,Clear,10,20,56.64,6.96,10.19,Low
6,Friday,5,Rainy,514,787,27.16,61.95,41.41,Medium
21,Wednesday,4,Clear,112,193,55.62,13.89,12.19,Low
11,Thursday,11,Clear,270,441,43.52,29.8,16.01,Low
16,Tuesday,2,Clear,10,25,60.21,1.0,0.92,Low
12,Sunday,3,Clear,234,319,50.07,23.3,12.24,Low
19,Saturday,7,Clear,10,20,69.58,1.0,7.89,Low
3,Thursday,8,Rainy,470,680,33.32,59.86,32.59,Low
9,Saturday,12,Cloudy,348,562,48.3,36.06,23.91,Low
2,Wednesday,6,Clear,287,485,38.93,32.03,22.16,Low
8,Wednesday,11,Rainy,498,739,25.36,50.78,29.9,Low
12,Wednesday,5,Clear,141,167,54.16,14.37,4.68,Low
17,Monday,1,Foggy,10,20,37.89,15.36,10.04,Low
14,Saturday,8,Cloudy,68,136,59.51,3.93,4.08,Low
3,Thursday,3,Cloudy,377,547,41.36,49.13,30.82,Low
14,Thursday,6,Cloudy,68,119,51.76,7.42,5.7,Low
21,Friday,3,Clear,10,20,58.58,4.51,0.34,Low
1,Friday,7,Foggy,227,361,42.92,31.45,21.02,Low
14,Sunday,7,Foggy,38,111,42.12,5.58,4.48,Low
7,Friday,12,Clear,493,757,41.82,53.02,21.27,Low
7,Wednesday,9,Cloudy,474,715,32.04,51.74,29.96,Low
16,Thursday,5,Clear,10,72,63.28,1.0,3.58,Low
11,Saturday,8,Rainy,297,455,37.58,42.32,21.29,Low
18,Wednesday,10,Clear,10,20,70.67,1.0,1.34,Low
9,Monday,10,Clear,407,631,35.21,36.37,23.0,Low
8,Friday,8,Rainy,519,791,23.18,49.15,29.88,Low
4,Wednesday,1,Rainy,505,748,19.22,51.64,26.34,Low
5,Wednesday,12,Clear,604,890,24.32,70.61,43.18,Medium
19,Monday,5,Clear,10,20,63.07,4.92,9.16,Low
1,Tuesday,3,Foggy,256,368,43.2,25.41,13.49,Low
23,Thursday,1,Clear,185,269,54.88,20.41,6.3,Low
12,Saturday,4,Clear,219,303,49.02,18.75,13.73,Low
5,Sunday,8,Cloudy,553,841,24.88,56.33,30.16,Low
4,Tuesday,3,Foggy,495,751,27.74,57.9,34.16,Low
0,Friday,10,Clear,94,151,50.56,15.68,16.43,Low
20,Wednesday,2,Foggy,10,20,40.76,1.0,0.0,Low
21,Monday,11,Foggy,10,20,45.96,9.29,4.43,Low
20,Monday,9,Cloudy,10,58,46.33,5.94,4.54,Low
5,Thursday,10,Rainy,483,726,20.94,61.63,39.46,Medium
5,Tuesday,5,Clear,410,652,48.93,44.05,34.74,Low
22,Sunday,7,Clear,93,109,47.52,17.94,11.81,Low
15,Thursday,11,Clear,10,32,53.56,12.01,2.97,Low
3,Wednesday,11,Rainy,467,678,29.01,49.83,27.32,Low
10,Thursday,2,Clear,273,392,46.97,29.56,14.59,Low
23,Saturday,9,Rainy,147,208,43.48,11.59,10.26,Low
22,Monday,9,Clear,38,42,48.08,1.0,3.71,Low
8,Monday,4,Clear,466,684,40.94,46.12,22.37,Low
22,Friday,4,Cloudy,38,93,52.88,1.0,0.0,Low
2,Friday,6,Clear,377,566,47.25,43.26,22.67,Low
18,Sunday,10,Clear,10,21,56.28,1.0,1.56,Low
7,Wednesday,10,Foggy,437,641,31.06,49.78,27.98,Low
4,Saturday,10,Clear,464,721,43.28,52.88,28.9,Low
3,Tuesday,6,Rainy,401,612,29.62,42.2,28.18,Low
23,Thursday,12,Foggy,118,167,46.5,12.8,7.36,Low
5,Sunday,1,Clear,330,447,36.86,34.03,18.1,Low
1,Wednesday,9,Foggy,311,472,33.77,33.0,15.45,Low
19,Friday,2,Rainy,10,32,57.61,1.0,1.56,Low
10,Thursday,5,Clear,282,393,48.49,31.75,18.71,Low
3,Friday,9,Clear,458,678,49.13,47.89,20.81,Low
14,Thursday,4,Clear,81,137,58.82,3.17,2.26,Low
5,Tuesday,11,Cloudy,473,662,31.52,55.52,34.41,Low
21,Wednesday,3,Clear,10,20,73.7,4.25,5.43,Low
16,Thursday,7,Rainy,10,26,59.67,6.67,6.13,Low
23,Saturday,6,Rainy,128,225,37.59,9.1,9.07,Low
5,Sunday,8,Rainy,535,868,21.33,57.04,31.49,Low
18,Monday,3,Clear,10,73,54.31,2.26,0.85,Low
1,Saturday,5,Clear,337,509,46.38,34.93,23.44,Low
14,Saturday,10,Rainy,22,20,53.76,5.3,7.0,Low
10,Sunday,4,Clear,282,450,48.72,33.82,16.73,Low
7,Monday,4,Clear,433,633,30.2,50.51,22.93,Low
18,Saturday,4,Clear,10,20,56.31,8.41,3.8,Low
12,Thursday,10,Clear,196,284,49.45,25.0,16.15,Low
11,Thursday,8,Cloudy,294,428,33.19,33.44,17.76,Low
4,Thursday,6,Clear,455,694,32.89,49.59,28.82,Low
5,Monday,3,Clear,538,788,39.88,59.16,36.35,Medium
21,Saturday,10,Clear,10,20,51.73,1.0,2.15,Low
3,Monday,5,Rainy,312,515,43.68,25.84,15.91,Low
18,Thursday,6,Rainy,10,20,56.96,3.43,5.53,Low
19,Sunday,5,Clear,10,60,58.05,7.23,2.09,Low
0,Saturday,6,Foggy,213,355,34.11,22.02,11.62,Low
19,Saturday,8,Rainy,10,32,55.66,9.05,8.5,Low
16,Friday,7,Cloudy,10,20,52.56,1.0,2.51,Low
11,Friday,5,Foggy,348,553,26.91,28.9,18.53,Low
